IBGE;PMATPUB_EF;PMATPUB_EM;DIST_EF_PUB;DIST_EM_PUB;IDEB_AI;IDEB_AF;DOCSUP_EF_PUB;DOCSUP_EM_PUB;TXMOINF;TXBRUTAMORT;TXCOBPLP;PINTERSAP;PINTERDRSAI;REN_TRPCBF_D;REN_TRPCBPC_D;PDEFAGUA;PDEFESGOTO;PDEFLIXO;PDEFSAN;PPOB_POS;PBF;SNIS_PAGUA;PFOCOS;POP_TOT;estado;municipio;casosAcumulado;obitosAcumulado;RegMetro;Região;Porte;Capital;ESPVIDA;MORT1;T_ENV;RAZDEP;ANOSEST;T_ANALF15M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FUND15A17;R1040;RDPC;RDPC1;RDPC4;RMPOB;RPOB;PMPOB;PPOB;GINI;IDHM_E;IDHM_L;IDHM_R;IDHM;LON;LAT;ANNUAL
120020;97.51;98.01;24.8;26.5;5.5;4.7;49.2;45.6;11.28;5.16;1.31;19.73;2.28;290.71;297.41;61.64;96.7;34.56;32.26;96.88;88.2;75.43;0.64;82622.0;AC;Cruzeiro do Sul;3658.0;63.0;Interior;Região Norte;Médio;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-72.6761;-7.627999999999999;3389.0
120025;100.0;100.0;21.4;16.9;5.8;5.1;37.1;41.5;10.31;4.04;1.04;38.17;2.68;138.05;251.34;50.05;49.86;34.95;25.98;92.29;81.7;89.13;0.41;17340.0;AC;Epitaciolândia;528.0;14.0;Interior;Região Norte;Pequeno I;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-68.7442;-11.0293;3438.0
120030;100.0;100.0;40.7;40.5;5.5;4.8;21.2;19.5;15.61;4.33;0.58;12.02;0.49;407.85;225.52;84.7;87.04;53.96;53.35;97.59;91.71;36.7;1.55;32360.0;AC;Feijó;1306.0;22.0;Interior;Região Norte;Pequeno II;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-70.3537;-8.1635;3187.0
120032;100.0;100.0;40.7;61.2;4.8;4.2;8.1;18.9;22.56;1.53;0.36;5.1;0.71;404.07;42.84;88.71;90.17;65.05;63.25;95.86;86.45;100.0;0.19;7858.0;AC;Jordão;210.0;1.0;Interior;Região Norte;Pequeno I;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-71.9482;-9.1969;3385.0
120033;100.0;100.0;28.0;29.2;5.2;4.4;41.9;32.3;8.38;4.36;0.32;34.94;3.92;418.86;86.15;50.62;80.32;44.78;36.75;96.76;90.72;100.0;0.22;17910.0;AC;Mâncio Lima;1199.0;13.0;Interior;Região Norte;Pequeno I;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-72.9002;-7.617000000000001;3482.0
120034;100.0;100.0;38.1;38.4;4.7;3.8;14.5;45.8;26.82;5.63;0.77;37.08;8.21;455.7;120.07;44.87;61.53;41.64;37.5;92.03;83.08;100.0;0.49;8886.0;AC;Manoel Urbano;339.0;2.0;Interior;Região Norte;Pequeno I;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-69.2684;-8.8333;3220.0
120035;100.0;100.0;40.0;55.0;4.2;4.0;10.9;15.5;28.35;1.79;0.15;10.92;1.71;361.98;10.58;78.49;95.25;63.22;62.03;94.85;91.86;92.49;0.18;17897.0;AC;Marechal Thaumaturgo;648.0;3.0;Interior;Região Norte;Pequeno I;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-72.8002;-8.9394;3543.0
120038;100.0;100.0;25.4;27.2;5.2;4.8;48.4;35.1;9.84;3.94;0.69;46.41;5.29;134.66;150.7;70.33;43.84;39.14;23.15;92.8;79.59;70.22;0.24;18510.0;AC;Plácido de Castro;424.0;8.0;Interior;Região Norte;Pequeno I;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-67.186;-10.3257;3223.0
120039;100.0;100.0;42.0;50.1;3.7;3.6;6.7;36.0;14.18;1.85;0.12;38.53;3.77;293.81;12.66;55.14;80.08;65.07;50.56;96.64;88.73;100.0;0.19;11353.0;AC;Porto Walter;321.0;2.0;Interior;Região Norte;Pequeno I;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-72.7542;-8.2636;3583.0
120040;89.53;91.27;16.8;23.3;6.4;4.8;72.3;69.4;11.46;5.14;10.79;9.35;0.22;95.53;255.8;44.42;30.46;9.57;7.46;93.59;73.47;59.65;1.06;383443.0;AC;Rio Branco;11763.0;433.0;Região Metropolitana;Região Norte;Grande;Capital;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-67.8253;-9.9758;3259.0
120042;100.0;100.0;28.8;36.6;5.8;4.4;23.4;26.0;19.13;2.56;0.1;32.33;3.5;265.84;16.39;71.35;97.31;64.87;58.0;93.4;85.7;99.44;0.36;17945.0;AC;Rodrigues Alves;191.0;7.0;Interior;Região Norte;Pequeno I;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-72.6505;-7.7342;3434.0
120043;100.0;100.0;50.2;80.2;3.4;2.9;2.0;11.2;25.25;3.53;0.39;52.17;22.47;399.1;15.33;69.99;87.28;65.9;63.89;95.81;90.7;100.0;0.12;6230.0;AC;Santa Rosa do Purus;367.0;2.0;Interior;Região Norte;Pequeno I;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-70.4907;-9.4469;3338.0
120045;97.86;100.0;21.6;24.6;6.4;5.0;54.5;44.8;12.66;5.01;1.56;29.3;3.86;316.82;176.12;63.42;48.43;29.82;20.46;96.69;90.43;49.96;0.21;21552.0;AC;Senador Guiomard;542.0;13.0;Interior;Região Norte;Pequeno II;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-67.7367;-10.1501;3252.0
120050;100.0;100.0;29.1;30.1;5.7;4.3;27.5;41.8;14.1;3.64;0.7;51.53;15.03;278.81;204.49;77.61;73.89;54.46;50.06;96.05;87.27;51.98;1.51;43139.0;AC;Sena Madureira;1764.0;14.0;Interior;Região Norte;Pequeno II;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-68.6718;-9.0639;3190.0
120060;100.0;100.0;38.6;39.1;5.2;4.6;24.9;30.9;22.97;3.92;0.63;31.09;3.24;398.94;241.98;67.41;93.49;54.01;52.12;97.24;90.68;63.41;1.03;40024.0;AC;Tarauacá;2653.0;14.0;Interior;Região Norte;Pequeno II;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-70.7726;-8.1574;3292.0
120070;100.0;100.0;29.6;33.8;5.5;4.4;25.9;39.8;3.28;4.9;0.92;33.43;7.08;159.41;199.61;64.57;62.22;57.24;46.1;95.42;86.07;79.12;0.99;18174.0;AC;Xapuri;1465.0;13.0;Interior;Região Norte;Pequeno I;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-68.4973;-10.652;3413.0
120080;100.0;100.0;33.6;36.6;5.0;4.0;42.6;39.8;9.3;4.87;0.51;12.68;0.69;242.51;55.97;86.36;77.8;57.19;46.64;94.31;78.33;100.0;0.33;17459.0;AC;Porto Acre;524.0;16.0;Interior;Região Norte;Pequeno I;Interior;74.25;16.34;5.91;51.22;7.09;12.6;14.6;12.21;66.09;20.33;497.33;53.78;507.77;111.39;190.87;27.11;46.49;0.5660000000000001;0.682;0.821;0.664;0.7190000000000001;-67.5408;-9.5942;3229.0
130002;100.0;100.0;40.6;54.9;3.7;3.6;28.8;67.7;22.44;2.64;0.47;29.72;1.46;371.71;68.01;60.01;66.09;45.74;35.48;97.51;93.21;26.07;0.31;15908.0;AM;Alvarães;1283.0;17.0;Interior;Região Norte;Pequeno I;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-64.8011;-3.2277;3075.0
130006;100.0;100.0;28.7;61.9;4.0;3.6;46.8;62.1;18.73;3.74;0.2;43.48;7.82;237.26;48.3;46.95;75.71;55.24;41.22;91.41;82.53;100.0;0.05;11242.0;AM;Amaturá;966.0;10.0;Interior;Região Norte;Pequeno I;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-68.1995;-3.3632;3027.0
130030;100.0;100.0;28.4;53.9;4.8;3.7;33.1;64.3;15.61;3.72;0.31;29.28;0.97;402.06;162.28;79.88;69.12;51.38;44.64;97.52;95.26;45.7;0.54;38454.0;AM;Autazes;1392.0;37.0;Região Metropolitana;Região Norte;Pequeno II;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-59.12600000000001;-3.5861;2864.0
130060;99.27;100.0;20.9;43.7;4.4;3.7;40.5;27.1;18.29;3.22;0.37;33.5;2.44;255.23;150.48;55.55;77.93;51.17;40.93;94.34;88.29;67.09;0.05;41329.0;AM;Benjamin Constant;1641.0;40.0;Interior;Região Norte;Pequeno II;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-70.0346;-4.3781;3061.0
130080;100.0;100.0;29.9;50.2;5.1;3.9;33.1;57.7;13.8;3.09;0.25;44.92;6.48;211.4;118.58;46.34;94.72;47.95;43.8;95.95;88.95;99.66;0.19;40464.0;AM;Borba;750.0;23.0;Interior;Região Norte;Pequeno II;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-59.5878;-4.3919;2787.0
130100;100.0;100.0;26.2;35.3;4.8;4.7;46.4;58.1;17.57;3.81;1.36;27.72;1.43;413.2;283.11;39.31;71.75;33.21;22.01;96.86;93.75;99.2;0.12;28337.0;AM;Carauari;3143.0;20.0;Interior;Região Norte;Pequeno II;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-66.9095;-4.8823;2838.0
130115;100.0;100.0;35.2;50.2;4.3;4.3;53.4;55.2;4.22;1.58;0.16;19.68;3.02;269.51;42.89;79.49;84.52;88.77;71.0;95.81;90.2;97.95;0.29;29190.0;AM;Careiro da Várzea;271.0;4.0;Região Metropolitana;Região Norte;Pequeno II;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-59.8269;-3.1973;3096.0
130130;100.0;100.0;30.6;48.1;4.6;3.8;27.8;70.7;11.39;2.95;0.52;53.23;5.06;253.18;161.43;32.4;73.13;25.34;22.99;92.34;87.99;48.85;0.09;27817.0;AM;Codajás;279.0;7.0;Interior;Região Norte;Pequeno II;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-62.0592;-3.837;2676.0
130140;99.07;100.0;30.7;35.4;4.5;3.9;39.7;56.6;36.3;4.53;0.4;33.28;4.96;357.13;320.01;57.4;71.09;55.81;38.59;99.18;94.11;61.51;0.22;34888.0;AM;Eirunepé;2558.0;11.0;Interior;Região Norte;Pequeno II;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-69.8666;-6.6572;3090.0
130150;100.0;100.0;36.2;25.8;3.7;3.6;38.2;25.0;18.87;2.92;0.2;44.46;12.78;390.01;155.71;75.7;76.81;24.26;23.35;97.98;92.98;88.15;0.38;19492.0;AM;Envira;906.0;2.0;Interior;Região Norte;Pequeno I;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-70.0234;-7.4322;3111.0
130165;100.0;100.0;27.2;38.4;4.1;4.1;54.3;71.8;12.27;2.57;0.12;63.16;9.0;360.16;11.74;65.1;85.8;43.11;39.35;97.91;93.26;87.6;0.31;16339.0;AM;Guajará;947.0;15.0;Interior;Região Norte;Pequeno I;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-72.5912;-7.5384;3381.0
130195;100.0;100.0;45.2;38.0;4.4;3.0;23.7;50.2;20.41;3.08;0.1;25.0;0.0;461.25;260.14;77.28;92.95;74.53;63.65;94.76;88.96;36.89;0.05;8128.0;AM;Itamarati;583.0;6.0;Interior;Região Norte;Pequeno I;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-68.2605;-6.425;2959.0
130220;100.0;100.0;42.5;66.7;3.6;3.7;34.3;69.8;19.76;2.15;0.18;15.76;5.28;200.72;96.31;48.25;96.55;44.27;38.43;95.55;86.64;84.1;0.04;13956.0;AM;Juruá;572.0;8.0;Interior;Região Norte;Pequeno I;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-66.0723;-3.4848;2645.0
130240;100.0;100.0;34.4;47.6;4.1;3.7;29.6;67.2;13.5;3.41;0.41;37.69;3.29;355.28;235.51;54.16;72.45;34.52;29.79;92.39;86.05;69.43;7.03;44861.0;AM;Lábrea;3004.0;41.0;Interior;Região Norte;Pequeno II;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-64.7952;-7.2645;2933.0
130250;98.01;100.0;22.5;38.8;5.3;4.7;52.4;75.0;11.35;4.31;0.75;25.53;3.05;259.76;347.51;36.95;72.03;30.86;25.15;95.52;88.88;100.0;0.24;96460.0;AM;Manacapuru;4228.0;161.0;Região Metropolitana;Região Norte;Médio;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-60.622;-3.2910000000000004;2943.0
130255;100.0;100.0;26.0;50.3;4.4;4.0;25.3;80.3;13.33;1.56;0.22;48.01;5.2;164.67;98.23;65.94;91.53;64.86;61.75;93.21;87.42;67.63;0.16;30222.0;AM;Manaquiri;570.0;20.0;Região Metropolitana;Região Norte;Pequeno II;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-60.4617;-3.4412;3004.0
130260;85.83;93.0;21.6;40.0;5.9;4.7;78.7;78.3;14.52;4.99;24.02;21.92;1.51;68.64;175.14;22.56;34.11;2.15;1.12;89.14;67.93;89.71;0.18;2130264.0;AM;Manaus;63504.0;2895.0;Região Metropolitana;Região Norte;Metrópole;Capital;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-60.0221;-3.1194;2596.0
130270;98.7;100.0;26.0;44.4;5.1;4.3;30.7;76.3;21.23;2.89;0.24;30.5;3.55;180.0;191.39;57.41;91.45;52.17;49.07;94.68;86.46;100.0;4.81;54708.0;AM;Manicoré;1527.0;36.0;Interior;Região Norte;Pequeno II;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-61.2899;-5.805;2816.0
130320;100.0;100.0;20.3;49.1;5.7;4.2;34.4;79.6;15.02;3.5;0.52;35.34;3.6;186.07;171.95;30.69;42.05;22.12;16.18;94.21;84.71;100.0;0.07;18586.0;AM;Novo Airão;530.0;9.0;Região Metropolitana;Região Norte;Pequeno I;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-60.9438;-2.6368;3091.0
130340;97.82;100.0;16.1;30.0;5.8;4.7;53.5;78.5;22.91;3.72;0.72;14.56;1.38;215.41;201.54;22.94;63.05;36.43;20.18;95.97;90.2;100.0;0.33;113832.0;AM;Parintins;6252.0;144.0;Interior;Região Norte;Grande;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-56.7295;-2.6378;3258.0
130353;99.27;100.0;30.8;51.7;5.0;4.7;57.9;67.7;9.56;2.43;2.3;38.31;3.75;158.67;154.76;48.98;32.88;30.64;17.98;92.18;81.73;97.48;0.31;34574.0;AM;Presidente Figueiredo;2456.0;29.0;Região Metropolitana;Região Norte;Pequeno II;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-60.0238;-2.0302;2671.0
130380;99.18;100.0;27.8;48.8;4.5;4.0;18.0;27.7;34.6;5.77;0.52;30.97;1.88;307.95;104.43;62.07;68.14;50.61;48.82;97.79;83.77;89.28;0.19;44553.0;AM;São Gabriel da Cachoeira;4527.0;58.0;Interior;Região Norte;Pequeno II;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-67.0845;-0.1195;3224.0
130390;100.0;100.0;36.0;61.9;4.4;4.2;25.4;53.0;18.02;2.63;0.27;27.25;1.07;263.63;94.71;70.27;75.21;97.92;64.52;96.23;87.31;62.39;0.1;38047.0;AM;São Paulo de Olivença;2022.0;26.0;Interior;Região Norte;Pequeno II;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-68.95100000000001;-3.4619;3022.0
130395;100.0;100.0;26.7;52.9;5.2;4.3;52.7;57.9;19.42;1.71;0.08;43.04;5.47;177.44;93.38;18.02;98.42;27.98;15.94;92.02;79.32;95.23;0.09;13421.0;AM;São Sebastião do Uatumã;657.0;7.0;Interior;Região Norte;Pequeno I;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-57.8735;-2.5595;3157.0
130400;100.0;100.0;22.1;52.0;4.4;4.6;43.5;76.0;8.13;3.15;0.24;59.62;18.02;388.01;51.32;47.37;50.66;44.99;38.04;93.74;88.71;100.0;0.1;9211.0;AM;Silves;539.0;5.0;Região Metropolitana;Região Norte;Pequeno I;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-58.2146;-2.8366;2889.0
130406;98.59;100.0;26.8;53.7;4.6;3.6;46.0;59.2;22.93;3.49;0.54;19.15;0.24;161.56;230.74;54.67;72.33;28.64;25.29;95.89;85.35;49.05;0.07;63635.0;AM;Tabatinga;1939.0;83.0;Interior;Região Norte;Médio;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-69.9388;-4.242;2971.0
130420;98.52;100.0;29.1;41.4;4.6;4.5;56.0;75.1;18.72;4.3;1.02;28.28;2.32;245.6;371.87;27.31;63.88;35.49;20.05;96.42;88.62;100.0;0.49;62021.0;AM;Tefé;4034.0;94.0;Interior;Região Norte;Médio;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-64.7198;-3.3686;3047.0
130423;100.0;100.0;33.3;56.1;3.7;3.6;34.7;70.2;15.28;1.65;0.18;20.22;2.21;321.25;63.56;83.97;85.86;57.5;48.25;95.86;91.32;87.27;0.04;18782.0;AM;Tonantins;649.0;16.0;Interior;Região Norte;Pequeno I;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-67.7924;-2.8662;3021.0
130430;100.0;100.0;20.8;49.8;5.3;4.6;29.7;65.8;11.11;3.36;0.54;43.43;9.29;302.63;173.27;14.52;94.41;25.87;12.88;94.79;88.71;100.0;0.09;16968.0;AM;Urucará;795.0;10.0;Interior;Região Norte;Pequeno I;Interior;72.14;17.67;5.76;49.31;8.5;6.66;15.16;11.88;67.52;23.41;556.26;63.86;480.55;115.64;205.62;23.87;45.78;0.602;0.735;0.7859999999999999;0.682;0.733;-57.7542;-2.5297;3054.0
140002;100.0;100.0;27.0;37.0;4.6;3.9;11.4;33.6;28.17;5.8;0.24;28.16;3.62;209.0;22.11;35.4;45.0;64.55;24.52;93.79;80.74;100.0;0.4;11560.0;RR;Amajari;459.0;16.0;Interior;Região Norte;Pequeno I;Interior;71.84;17.02;4.98;48.0;8.96;6.3;12.53;9.26;70.28;16.68;648.03;101.39;620.73;104.96;233.32;12.56;34.61;0.546;0.7709999999999999;0.7809999999999999;0.706;0.752;-61.4185;3.6531;4301.0
140005;100.0;100.0;31.3;26.0;4.6;3.6;19.6;19.6;34.22;8.35;0.36;37.33;4.41;291.51;87.79;46.04;66.36;61.64;37.86;96.76;85.19;100.0;0.28;15933.0;RR;Alto Alegre;685.0;17.0;Região Metropolitana;Região Norte;Pequeno I;Interior;71.84;17.02;4.98;48.0;8.96;6.3;12.53;9.26;70.28;16.68;648.03;101.39;620.73;104.96;233.32;12.56;34.61;0.546;0.7709999999999999;0.7809999999999999;0.706;0.752;-61.3076;2.9882;3669.0
140010;86.12;91.0;16.5;27.1;5.8;4.2;62.5;65.0;11.93;4.65;8.53;17.82;0.96;78.57;220.8;6.28;51.0;4.73;3.0;83.09;54.36;100.0;0.72;332020.0;RR;Boa Vista;42790.0;499.0;Região Metropolitana;Região Norte;Grande;Capital;71.84;17.02;4.98;48.0;8.96;6.3;12.53;9.26;70.28;16.68;648.03;101.39;620.73;104.96;233.32;12.56;34.61;0.546;0.7709999999999999;0.7809999999999999;0.706;0.752;-60.6762;2.8231;3737.0
140015;100.0;100.0;27.8;28.9;4.5;3.7;29.1;24.7;31.83;5.78;0.28;29.1;3.25;364.09;92.33;36.74;59.6;64.0;32.33;94.59;83.55;100.0;0.61;11945.0;RR;Bonfim;912.0;13.0;Região Metropolitana;Região Norte;Pequeno I;Interior;71.84;17.02;4.98;48.0;8.96;6.3;12.53;9.26;70.28;16.68;648.03;101.39;620.73;104.96;233.32;12.56;34.61;0.546;0.7709999999999999;0.7809999999999999;0.706;0.752;-59.8337;3.3613;4144.0
140020;100.0;100.0;33.4;39.2;4.5;3.5;36.2;45.9;44.23;4.47;0.72;21.49;0.94;247.62;168.53;31.5;57.78;38.87;27.07;92.56;82.44;98.0;0.44;20807.0;RR;Caracaraí;1261.0;17.0;Interior;Região Norte;Pequeno I;Interior;71.84;17.02;4.98;48.0;8.96;6.3;12.53;9.26;70.28;16.68;648.03;101.39;620.73;104.96;233.32;12.56;34.61;0.546;0.7709999999999999;0.7809999999999999;0.706;0.752;-61.1282;1.8199;3609.0
140023;100.0;100.0;25.9;32.2;4.5;3.4;53.1;36.0;16.39;4.11;0.2;33.83;2.78;221.4;21.24;55.65;33.17;55.77;27.82;90.58;77.27;100.0;0.38;9493.0;RR;Caroebe;1001.0;8.0;Interior;Região Norte;Pequeno I;Interior;71.84;17.02;4.98;48.0;8.96;6.3;12.53;9.26;70.28;16.68;648.03;101.39;620.73;104.96;233.32;12.56;34.61;0.546;0.7709999999999999;0.7809999999999999;0.706;0.752;-59.6968;0.8767;3242.0
140028;100.0;100.0;35.9;34.6;4.4;2.7;32.9;33.1;12.99;2.3;0.28;21.85;0.99;180.32;12.07;25.24;26.33;33.81;15.78;87.43;84.94;99.0;0.17;10859.0;RR;Iracema;434.0;6.0;Interior;Região Norte;Pequeno I;Interior;71.84;17.02;4.98;48.0;8.96;6.3;12.53;9.26;70.28;16.68;648.03;101.39;620.73;104.96;233.32;12.56;34.61;0.546;0.7709999999999999;0.7809999999999999;0.706;0.752;-61.0529;2.1668;3685.0
