IBGE;PMATPUB_EF;PMATPUB_EM;DIST_EF_PUB;DIST_EM_PUB;IDEB_AI;IDEB_AF;DOCSUP_EF_PUB;DOCSUP_EM_PUB;TXMOINF;TXBRUTAMORT;TXCOBPLP;PINTERSAP;PINTERDRSAI;REN_TRPCBF_D;REN_TRPCBPC_D;PDEFAGUA;PDEFESGOTO;PDEFLIXO;PDEFSAN;PPOB_POS;PBF;SNIS_PAGUA;PFOCOS;POP_TOT;estado;municipio;casosAcumulado;obitosAcumulado;RegMetro;Região;Porte;Capital;ESPVIDA;MORT1;T_ENV;RAZDEP;ANOSEST;T_ANALF15M;T_ATRASO_2_BASICO;T_ATRASO_2_FUND;T_FUND15A17;R1040;RDPC;RDPC1;RDPC4;RMPOB;RPOB;PMPOB;PPOB;GINI;IDHM_E;IDHM_L;IDHM_R;IDHM;LON;LAT;ANNUAL
230725;100.0;100.0;6.8;19.9;8.2;6.7;24.3;69.2;2.82;4.61;1.35;11.79;0.37;90.04;79.06;39.5;94.13;41.27;22.31;85.02;59.87;98.59;0.01;19510.0;CE;Jijoca de Jericoacoara;845.0;11.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.448;-2.901;4851.0
230730;63.69;86.58;21.9;30.7;5.0;4.5;51.9;67.6;11.64;6.51;11.19;20.26;2.09;79.84;299.38;8.28;7.9;4.45;0.65;85.03;57.69;86.03;0.03;270383.0;CE;Juazeiro do Norte;16207.0;298.0;Interior;Região Nordeste;Grande;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.3162;-7.2193;5708.0
230750;91.15;100.0;27.8;41.8;4.6;4.1;40.4;57.9;17.91;6.89;1.39;35.62;17.82;234.4;173.34;42.83;57.29;40.78;29.14;88.05;73.24;77.94;0.12;31335.0;CE;Lavras da Mangabeira;911.0;20.0;Interior;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.9709;-6.7452;5916.0
230760;74.02;75.53;18.6;31.3;5.5;5.0;32.0;69.2;11.35;7.03;5.68;28.91;7.45;146.24;147.69;11.23;82.12;10.37;3.08;89.94;75.06;99.0;0.02;58915.0;CE;Limoeiro do Norte;1705.0;44.0;Interior;Região Nordeste;Médio;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.085;-5.1443;5596.0
230763;93.92;96.59;22.8;38.0;5.2;4.9;38.4;42.9;12.61;5.56;0.53;20.63;4.89;231.41;119.28;37.53;96.81;47.14;28.62;88.38;77.15;79.83;0.13;19800.0;CE;Madalena;507.0;24.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.5729;-4.8464;4884.0
230765;78.04;95.51;13.4;31.8;5.8;4.9;66.6;70.5;11.54;7.02;23.65;14.7;0.58;82.82;209.17;9.77;50.86;2.3;1.28;84.13;55.8;65.39;0.03;224804.0;CE;Maracanaú;7512.0;254.0;Região Metropolitana;Região Nordeste;Grande;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.6262;-3.8674;4780.0
230770;84.18;91.09;13.5;26.1;5.8;4.7;43.0;72.6;17.03;5.68;5.58;17.86;1.55;141.53;275.42;17.64;85.96;6.93;4.29;86.75;70.95;77.03;0.09;126486.0;CE;Maranguape;5121.0;116.0;Região Metropolitana;Região Nordeste;Grande;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.6832;-3.8918;4780.0
230780;90.53;92.78;7.1;17.8;6.1;4.4;43.5;48.7;14.29;5.45;1.35;27.12;4.43;184.77;177.88;31.1;91.39;50.49;25.88;94.46;77.8;73.01;0.04;26981.0;CE;Marco;503.0;14.0;Interior;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.1542;-3.1208;5038.0
230790;100.0;100.0;11.2;34.9;7.3;5.8;30.9;54.0;0.0;5.5;0.42;15.41;2.11;295.23;117.08;29.49;93.95;33.31;23.55;95.32;86.02;79.9;0.03;11082.0;CE;Martinópole;219.0;9.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.695;-3.2234;5043.0
230800;86.68;97.03;7.2;22.8;6.5;4.8;40.0;73.7;18.8;5.86;1.1;19.41;3.29;140.84;199.69;25.85;77.35;25.26;16.14;90.93;69.9;73.06;0.06;38210.0;CE;Massapê;982.0;57.0;Interior;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.3426;-3.524;4976.0
230810;85.5;97.52;14.3;22.0;6.0;4.5;45.3;55.5;6.95;5.82;1.15;24.56;3.46;244.1;191.38;45.17;64.36;45.52;26.83;93.36;77.85;61.69;0.07;46548.0;CE;Mauriti;1290.0;35.0;Interior;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.7711;-7.3864;5775.0
230820;100.0;100.0;6.2;30.5;7.9;5.8;66.9;76.7;4.72;5.35;0.72;21.54;2.46;195.99;149.98;54.24;94.72;31.61;28.01;86.91;68.44;50.3;0.01;14948.0;CE;Meruoca;709.0;19.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.4534;-3.5401;5125.0
230830;77.1;92.53;21.7;27.9;4.8;4.9;61.4;63.2;14.29;7.05;2.6;28.93;7.23;270.97;230.14;63.25;69.58;51.97;35.35;88.73;77.18;86.26;0.05;28231.0;CE;Milagres;574.0;16.0;Interior;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.9421;-7.3008;5788.0
230837;100.0;100.0;15.5;26.1;5.2;4.3;39.3;51.1;23.12;5.74;0.23;14.05;1.53;206.02;85.76;38.83;83.83;36.84;24.67;87.68;74.0;84.42;0.05;13583.0;CE;Miraíma;425.0;10.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.9684;-3.5692;5095.0
230840;85.14;97.73;16.3;31.8;4.9;4.4;39.1;50.5;10.27;6.66;2.45;36.46;14.95;231.95;174.66;47.04;64.98;57.31;29.25;91.35;78.46;75.65;0.08;35409.0;CE;Missão Velha;865.0;12.0;Interior;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.1405;-7.2489;5743.0
230850;96.71;100.0;17.1;23.9;5.9;4.7;38.1;44.6;10.2;6.86;1.1;24.14;5.81;155.96;236.03;56.0;64.88;58.07;50.93;90.53;76.82;72.6;0.22;43735.0;CE;Mombaça;1154.0;37.0;Interior;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.6303;-5.7389;5243.0
230860;95.73;100.0;30.5;42.4;6.4;4.9;18.0;27.1;22.32;7.22;0.6;28.59;5.74;334.73;129.68;47.23;92.44;46.07;40.22;92.15;81.6;76.85;0.1;17038.0;CE;Monsenhor Tabosa;700.0;15.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.065;-4.7914;4743.0
230870;86.93;98.03;27.6;42.5;5.4;4.4;48.9;64.3;9.27;7.77;2.44;23.51;4.36;264.24;203.8;23.76;75.93;43.44;15.55;90.27;79.36;99.7;0.04;61548.0;CE;Morada Nova;2357.0;46.0;Interior;Região Nordeste;Médio;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.3705;-5.0978;5685.0
230880;100.0;100.0;16.2;33.8;6.4;4.9;41.7;44.4;18.35;5.67;0.32;10.77;0.84;296.71;23.54;41.9;68.26;42.98;29.89;92.94;78.99;72.8;0.05;8636.0;CE;Moraújo;508.0;8.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.6799;-3.4669;5078.0
230890;91.57;97.49;7.0;20.8;6.4;5.8;28.2;52.8;6.35;5.13;0.73;27.72;2.6;162.61;183.42;28.34;94.77;39.31;21.44;93.9;80.14;84.76;0.03;22222.0;CE;Morrinhos;506.0;10.0;Interior;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.1247;-3.2289;4986.0
230900;94.17;100.0;6.4;21.0;6.8;5.2;49.8;75.5;5.78;9.81;1.19;26.02;8.27;120.82;129.36;28.24;86.74;36.28;22.9;87.5;69.98;88.93;0.07;14377.0;CE;Mucambo;518.0;10.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.746;-3.906;4748.0
230910;91.49;100.0;16.6;28.2;5.4;4.3;49.6;40.1;15.27;5.46;0.79;19.73;1.29;262.7;106.08;68.15;30.19;27.52;12.26;87.95;76.98;77.65;0.01;12831.0;CE;Mulungu;191.0;7.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.9954;-4.3033;4709.0
230920;90.06;100.0;6.8;17.6;7.0;5.4;33.9;59.8;21.98;6.35;1.13;22.06;2.66;386.45;178.62;32.62;37.75;26.58;16.6;94.03;82.13;96.37;0.04;15433.0;CE;Nova Olinda;274.0;4.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.6752;-7.0887;5680.0
230930;83.52;94.8;22.8;36.3;5.8;4.8;24.7;54.4;19.07;8.02;2.36;36.25;9.48;157.4;200.41;25.19;86.97;24.77;16.6;85.51;69.6;99.8;0.09;32035.0;CE;Nova Russas;806.0;20.0;Interior;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.5639;-4.7054;5113.0
230940;100.0;100.0;6.1;19.8;7.6;5.6;27.4;60.0;24.73;7.83;0.55;37.82;16.89;271.52;208.47;33.09;36.39;51.01;16.5;91.7;82.39;72.04;0.05;28353.0;CE;Novo Oriente;512.0;14.0;Interior;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.7716;-5.5259;5016.0
230945;96.68;100.0;13.8;37.3;5.8;4.7;47.9;36.8;20.98;8.03;0.53;24.7;1.5;237.49;125.01;35.04;94.62;41.17;22.89;85.98;72.37;58.33;0.03;25394.0;CE;Ocara;503.0;22.0;Interior;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.5936;-4.4856;5308.0
230950;91.9;100.0;19.9;30.7;5.9;4.5;46.1;61.5;11.28;9.06;1.12;25.0;6.28;323.66;124.05;19.9;21.78;27.99;8.94;95.9;86.85;75.86;0.05;21292.0;CE;Orós;1272.0;40.0;Interior;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.9056;-6.2522;5796.0
230960;79.56;93.28;21.0;30.9;6.0;4.7;46.7;61.0;10.98;6.8;8.89;24.36;1.36;122.56;238.82;37.8;96.02;11.97;10.52;87.4;63.56;68.09;0.0;70911.0;CE;Pacajus;1562.0;54.0;Região Metropolitana;Região Nordeste;Médio;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.4653;-4.1715;5334.0
230970;87.39;100.0;15.7;29.4;5.6;4.8;59.2;65.3;11.95;4.66;5.62;19.5;0.98;87.31;143.01;10.81;5.9;5.03;0.66;87.47;63.25;83.51;0.01;82824.0;CE;Pacatuba;1830.0;79.0;Região Metropolitana;Região Nordeste;Médio;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.6186;-3.9788;4776.0
230980;76.63;100.0;15.5;28.0;5.1;4.5;56.4;60.8;19.48;7.78;1.01;32.21;7.23;148.68;121.18;44.24;75.76;17.57;13.01;90.89;72.92;77.99;0.01;11960.0;CE;Pacoti;297.0;7.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.9223;-4.2253;5089.0
230990;89.96;100.0;12.0;11.7;6.9;5.0;37.7;71.8;0.0;6.45;0.64;15.63;2.7;198.99;160.52;30.43;70.89;25.95;19.81;84.87;71.07;83.77;0.01;6202.0;CE;Pacujá;339.0;5.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.6992;-3.9837;4691.0
231000;93.71;100.0;8.1;25.6;6.1;5.5;38.2;58.4;20.41;7.0;0.76;31.89;6.94;221.72;149.1;36.45;74.34;41.76;22.18;84.65;70.16;67.51;0.0;9285.0;CE;Palhano;117.0;4.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-37.9659;-4.7371;5592.0
231010;95.93;100.0;15.7;20.7;5.5;5.1;48.6;64.4;8.55;6.54;0.91;16.28;0.0;200.4;72.08;56.03;88.9;35.25;29.95;87.85;77.86;74.28;0.02;13145.0;CE;Palmácia;313.0;7.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.8449;-4.1387;5062.0
231020;91.96;98.55;7.4;18.5;5.6;4.9;32.5;43.6;9.26;7.02;3.65;15.41;1.03;198.42;255.24;69.58;57.57;23.09;14.05;91.4;73.51;47.76;0.04;33894.0;CE;Paracuru;1228.0;44.0;Região Metropolitana;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.0303;-3.4148;5320.0
231025;87.38;93.66;8.7;26.6;5.9;4.9;46.7;35.1;19.18;6.0;2.6;25.28;2.53;178.74;198.93;53.78;66.75;32.52;23.94;91.67;77.13;64.71;0.05;32515.0;CE;Paraipaba;1102.0;32.0;Região Metropolitana;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.1482;-3.4384;5300.0
231030;100.0;100.0;6.8;14.8;6.1;5.1;13.4;44.9;10.62;8.19;0.57;26.32;7.84;144.43;263.76;65.84;89.39;62.34;54.58;85.09;65.57;73.5;0.07;31137.0;CE;Parambu;329.0;19.0;Interior;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.6909;-6.2081;5116.0
231040;96.79;100.0;31.7;35.8;5.1;4.3;26.1;51.2;0.0;5.53;0.57;11.79;0.56;315.5;82.14;42.85;86.05;51.71;38.26;89.66;78.45;85.35;0.04;11578.0;CE;Paramoti;202.0;3.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.242;-4.0885;5200.0
231050;86.57;100.0;6.4;17.9;7.3;5.0;19.7;42.2;16.85;6.86;0.63;25.23;2.81;240.99;168.34;54.22;74.75;44.99;33.18;87.02;73.62;97.78;0.08;42841.0;CE;Pedra Branca;367.0;32.0;Interior;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.7081;-5.4538;5024.0
231060;95.92;100.0;12.8;19.9;6.7;4.4;38.3;50.9;36.14;7.03;0.95;24.85;2.46;360.86;108.11;29.58;27.97;22.09;15.37;92.5;80.66;84.81;0.0;8956.0;CE;Penaforte;44.0;4.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.0722;-7.8291;5443.0
231070;88.9;100.0;9.6;22.2;6.6;4.6;41.4;49.4;13.92;6.2;1.4;20.0;0.96;153.66;265.72;45.23;90.77;46.49;40.52;88.0;69.22;81.52;0.03;37077.0;CE;Pentecoste;835.0;30.0;Interior;Região Nordeste;Pequeno II;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.2695;-3.7931;5199.0
231080;100.0;100.0;22.9;29.4;6.2;4.8;39.3;67.4;16.13;7.12;2.17;29.19;6.58;319.97;113.26;44.18;38.8;64.12;18.93;91.17;78.67;70.63;0.04;16163.0;CE;Pereiro;496.0;5.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.4627;-6.0362;5892.0
231085;87.47;100.0;12.2;38.9;6.2;5.0;54.5;60.6;6.33;7.27;4.03;15.62;1.11;184.85;176.27;69.53;44.82;18.44;8.55;91.57;77.54;99.09;0.01;20644.0;CE;Pindoretama;487.0;18.0;Região Metropolitana;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.3064;-4.0162;5550.0
231090;95.48;100.0;15.9;36.0;6.9;5.3;21.8;29.7;0.0;7.59;0.41;31.17;10.92;225.92;96.9;40.44;98.78;42.05;33.03;78.79;65.2;62.67;0.05;16731.0;CE;Piquet Carneiro;759.0;9.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.4173;-5.8007;5334.0
231095;100.0;100.0;7.7;25.6;7.5;6.1;55.3;47.0;0.0;4.91;0.18;18.5;0.76;163.54;107.35;35.89;93.4;54.96;26.38;86.66;74.48;59.55;0.04;10784.0;CE;Pires Ferreira;410.0;3.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.6445;-4.2396;4683.0
231100;100.0;100.0;18.7;35.4;5.8;4.7;27.9;24.0;16.3;6.78;0.55;29.17;4.75;227.23;68.44;42.7;85.17;53.82;37.35;89.39;77.06;62.61;0.04;12243.0;CE;Poranga;194.0;4.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.9239;-4.7456;5544.0
231110;94.45;100.0;7.6;37.0;6.5;4.6;29.7;49.7;7.41;6.9;1.21;27.96;5.2;177.77;155.88;64.82;87.63;60.68;57.95;95.74;82.36;93.38;0.01;14921.0;CE;Porteiras;366.0;4.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.1162;-7.5338;5450.0
231120;89.25;100.0;25.5;49.1;5.3;5.4;28.3;54.0;7.87;4.4;1.06;23.72;6.22;173.39;195.29;41.29;89.96;39.91;26.91;88.77;71.87;83.84;0.04;10918.0;CE;Potengi;151.0;1.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.0283;-7.093;5507.0
231123;100.0;100.0;9.9;25.2;5.9;5.0;11.0;25.0;0.0;5.19;0.46;18.49;1.65;243.14;150.34;63.71;94.57;48.81;44.99;87.44;71.91;86.2;0.0;6356.0;CE;Potiretama;188.0;2.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-38.1581;-5.7133;5883.0
231126;95.23;100.0;8.1;21.7;6.4;4.6;17.8;56.1;24.79;5.9;0.19;11.26;0.44;214.15;93.36;56.44;81.8;64.1;49.99;83.5;68.34;73.19;0.1;20860.0;CE;Quiterianópolis;607.0;6.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-40.7005;-5.8429;4981.0
231130;81.26;92.81;10.0;22.7;5.1;4.6;35.6;62.0;19.89;5.88;3.73;21.12;2.9;160.09;369.94;39.47;19.6;35.3;13.11;91.24;77.07;80.85;0.15;86605.0;CE;Quixadá;3889.0;84.0;Interior;Região Nordeste;Médio;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.0158;-4.9667;5281.0
231135;100.0;100.0;15.7;27.3;5.8;4.6;22.1;55.4;11.11;9.29;0.5;37.38;4.21;221.74;91.71;21.78;78.28;64.64;19.22;86.85;72.03;100.0;0.05;14860.0;CE;Quixelô;1127.0;19.0;Interior;Região Nordeste;Pequeno I;Interior;74.07;13.79;10.24;46.46;7.06;13.9;11.37;7.34;68.43;18.59;537.86;69.3;515.4;113.61;208.05;21.11;41.67;0.5589999999999999;0.7170000000000001;0.818;0.6759999999999999;0.735;-39.2014;-6.2468;5687.0
